"","INDEX","WELLNAME","MD","TVD","ZENITH"
"COLUMN_LABELS","Индекс","Имя_скважины","Глубина_по_стволу","Глубина_по_вертикали","Зенитный_угол"
"15_156_URM","15","156_URM","3010","2643.94","57.897971450236"
"16_156_URM","16","156_URM","3220","2741.14","62.428372059656"
"17_156_URM","17","156_URM","3230","2745.76","62.483760667895"
"0_1601_AR","0","1601_AR","0","0","0.51247073950539"
"1_1601_AR","1","1601_AR","250","249.99","0.51247073950539"
"2_1601_AR","2","1601_AR","260","259.99","0"
"3_1601_AR","3","1601_AR","370","369.84","2.9925146223339"
"4_1601_AR","4","1601_AR","430","429.09","9.0687215460327"
"5_1601_AR","5","1601_AR","540","535.41","14.862212022267"
"6_1601_AR","6","1601_AR","610","601.16","20.068054620819"
"7_1601_AR","7","1601_AR","670","655.18","25.798082935544"
"8_1601_AR","8","1601_AR","3050","2734.46","29.114742344981"
"9_1601_AR","9","1601_AR","3110","2781.88","37.783327071888"
"10_1601_AR","10","1601_AR","3190","2841.2","42.140650209371"
"11_1601_AR","11","1601_AR","3240","2874.28","48.57798766306"
"12_1601_AR","12","1601_AR","3430","2985.76","54.074215058616"
"13_1601_AR","13","1601_AR","3500","3020.71","60.047245521562"
"14_1601_AR","14","1601_AR","3550","3040.63","66.521807210248"
"15_1601_AR","15","1601_AR","3620","3062.79","71.544294404628"
"16_1601_AR","16","1601_AR","3660","3071","78.155865801405"
"17_1601_AR","17","1601_AR","3690","3074.03","84.203242179373"
"18_1601_AR","18","1601_AR","3990","3074.25","89.957983091258"
"19_1601_AR","19","1601_AR","4000","3074.17","90.458371125485"
"0_1604_AR","0","1604_AR","0","0","1.1177846910268"
"1_1604_AR","1","1604_AR","210.2","210.16","1.1177846910268"
"2_1604_AR","2","1604_AR","234.8","234.65","5.4203631325619"
"3_1604_AR","3","1604_AR","284","283.25","8.9572160647221"
"4_1604_AR","4","1604_AR","2552.4","2520.77","9.4647765688675"
"5_1604_AR","5","1604_AR","2601.6","2566.53","21.552508162975"
"6_1604_AR","6","1604_AR","2675.3","2632.83","25.895386930847"
"7_1604_AR","7","1604_AR","2724.4","2674.18","32.631203074384"
"8_1604_AR","8","1604_AR","2773.4","2712.31","38.907288025275"
"9_1604_AR","9","1604_AR","2822.5","2746.16","46.416626554226"
"10_1604_AR","10","1604_AR","3141.85","2948.87","50.597954317547"
"11_1604_AR","11","1604_AR","3178.69","2968.81","57.230580271318"
"12_1604_AR","12","1604_AR","3252.4","3004","61.483522445377"
"13_1604_AR","13","1604_AR","3289.22","3018.26","67.21405000605"
"14_1604_AR","14","1604_AR","3338.34","3032.69","72.916182681253"
"15_1604_AR","15","1604_AR","3395.8","3046.31","76.288422442692"
"16_1604_AR","16","1604_AR","3483.14","3059.47","81.33392399552"
"17_1604_AR","17","1604_AR","3545.11","3063.9","85.900645733147"
"18_1604_AR","18","1604_AR","4103.2","3065.61","89.82444420027"
"19_1604_AR","19","1604_AR","4117.47","3065.67","89.759092018212"
"0_1605_AR","0","1605_AR","0","0","1.0963124185316"
"1_1605_AR","1","1605_AR","382.4","382.33","1.0963124185316"
"2_1605_AR","2","1605_AR","407","406.84","4.9025702689387"
"3_1605_AR","3","1605_AR","456.2","455.62","7.4918514592363"
"4_1605_AR","4","1605_AR","628.3","625.49","9.233571046826"
"5_1605_AR","5","1605_AR","677.5","672.79","15.974950055296"
"6_1605_AR","6","1605_AR","2699.8","2600.32","17.610068762636"
"7_1605_AR","7","1605_AR","2772.6","2667.76","22.123593913797"
"8_1605_AR","8","1605_AR","2821.6","2711.3","27.305721420207"
"9_1605_AR","9","1605_AR","2858","2742.22","31.848041683868"
"10_1605_AR","10","1605_AR","2993","2854.89","33.426560044941"
"11_1605_AR","11","1605_AR","3042.75","2893.6","38.913930013312"
"12_1605_AR","12","1605_AR","3067.32","2911.58","42.963608042725"
"13_1605_AR","13","1605_AR","3116.43","2944.64","47.686818845705"
"14_1605_AR","14","1605_AR","3141","2959.32","53.310614779614"
"15_1605_AR","15","1605_AR","3190.12","2986.15","56.892380873701"
"16_1605_AR","16","1605_AR","3239.27","3008.98","62.322362654325"
"17_1605_AR","17","1605_AR","3288.36","3028.24","66.899783087209"
"18_1605_AR","18","1605_AR","3325.22","3040.39","70.753946849548"
"19_1605_AR","19","1605_AR","3328","3041.25","71.979785439845"
"0_1606_AR","0","1606_AR","0","0","0.54629589218931"
"1_1606_AR","1","1606_AR","220","219.99","0.54629589218931"
"2_1606_AR","2","1606_AR","230","229.99","0"
"3_1606_AR","3","1606_AR","280","279.86","4.1325531345756"
"4_1606_AR","4","1606_AR","380","378.53","9.3550469574153"
"5_1606_AR","5","1606_AR","470","465.47","14.983571086171"
"6_1606_AR","6","1606_AR","2740","2634.9","17.118887014928"
"7_1606_AR","7","1606_AR","2870","2751.39","26.352906048279"
"8_1606_AR","8","1606_AR","3020","2879.92","31.033428021364"
"9_1606_AR","9","1606_AR","3050","2902.95","39.855182553675"
"10_1606_AR","10","1606_AR","3080","2924.02","45.385491271673"
"11_1606_AR","11","1606_AR","3130","2955.6","50.831733470292"
"12_1606_AR","12","1606_AR","3180","2982.74","57.125548833905"
"13_1606_AR","13","1606_AR","3250","3014.32","63.182967850995"
"14_1606_AR","14","1606_AR","3310","3036.25","68.561643207743"
"15_1606_AR","15","1606_AR","3380","3053.99","75.319509436953"
"16_1606_AR","16","1606_AR","3400","3057.25","80.618929938478"
"17_1606_AR","17","1606_AR","3401.29","3057.36","85.108373118651"
"0_1607_AR","0","1607_AR","0","0","1.2340235142048"
"1_1607_AR","1","1607_AR","258.7","258.64","1.2340235142048"
"2_1607_AR","2","1607_AR","283.3","283.14","5.1679381239254"
"3_1607_AR","3","1607_AR","357.1","355.97","9.299768778381"
"4_1607_AR","4","1607_AR","480.1","474.96","14.670478162045"
"5_1607_AR","5","1607_AR","2650.94","2550.46","17.043693451959"
"6_1607_AR","6","1607_AR","2749.09","2639.99","24.192293800615"
"7_1607_AR","7","1607_AR","2798.14","2683.29","28.021339325344"
"8_1607_AR","8","1607_AR","2847.3","2723.51","35.100486680632"
"9_1607_AR","9","1607_AR","2884.14","2751.03","41.667610919332"
"10_1607_AR","10","1607_AR","3019.32","2842.76","47.26747779208"
"11_1607_AR","11","1607_AR","3056.13","2863.67","55.385491680906"
"12_1607_AR","12","1607_AR","3117.56","2894.9","59.44378291649"
"13_1607_AR","13","1607_AR","3387.85","3027.79","60.550443150128"
"14_1607_AR","14","1607_AR","3424.66","3040.4","69.966472890421"
"15_1607_AR","15","1607_AR","3509.62","3061.78","75.424956025887"
"16_1607_AR","16","1607_AR","3534.37","3065.29","81.846929723967"
"17_1607_AR","17","1607_AR","3596.41","3069.63","85.988605019642"
"18_1607_AR","18","1607_AR","4192.38","3071.47","89.823104515681"
"19_1607_AR","19","1607_AR","4215","3071.24","90.582593119972"
"0_1608_AR","0","1608_AR","0","0","0.52303833093495"
"1_1608_AR","1","1608_AR","240","239.99","0.52303833093495"
"2_1608_AR","2","1608_AR","250","249.99","0"
"3_1608_AR","3","1608_AR","290","289.86","4.6205854084407"
"4_1608_AR","4","1608_AR","440","438.16","8.6343069408143"
"5_1608_AR","5","1608_AR","2590","2534.93","12.776054488582"
"6_1608_AR","6","1608_AR","2660","2600.58","20.305249699194"
"7_1608_AR","7","1608_AR","2720","2654.7","25.577783542215"
"8_1608_AR","8","1608_AR","2790","2714.41","31.460519195825"
"9_1608_AR","9","1608_AR","2850","2761.95","37.595897094832"
"10_1608_AR","10","1608_AR","2920","2813.19","42.945675807944"
"11_1608_AR","11","1608_AR","3120","2942.75","49.624064063377"
"12_1608_AR","12","1608_AR","3180","2977.57","54.526009054518"
"13_1608_AR","13","1608_AR","3240","3007.42","60.165261294508"
"14_1608_AR","14","1608_AR","3290","3027.43","66.409317962138"
"15_1608_AR","15","1608_AR","3360","3049.34","71.759882238569"
"16_1608_AR","16","1608_AR","3460","3071.04","77.467110588484"
"17_1608_AR","17","1608_AR","3530","3078.86","83.585853925222"
"18_1608_AR","18","1608_AR","4160","3079.01","89.986358147606"
"19_1608_AR","19","1608_AR","4170","3078.87","90.802167118766"
"0_1609_AR","0","1609_AR","0","0","0.80650964512604"
"1_1609_AR","1","1609_AR","504.7","504.65","0.80650964512604"
"2_1609_AR","2","1609_AR","529.3","529.18","4.3233673014557"
"3_1609_AR","3","1609_AR","603","602.29","7.254709795411"
"4_1609_AR","4","1609_AR","2330.5","2305.31","9.657139472866"
"5_1609_AR","5","1609_AR","2478.1","2451.97","6.4697743513073"
"6_1609_AR","6","1609_AR","2551.8","2524.02","12.146732171441"
"7_1609_AR","7","1609_AR","2601","2570.8","18.045094976181"
"8_1609_AR","8","1609_AR","2699.2","2661.45","22.614029634105"
"9_1609_AR","9","1609_AR","2748.2","2702.99","32.031665024901"
"10_1609_AR","10","1609_AR","2797.3","2741.19","38.921808242472"
"11_1609_AR","11","1609_AR","2920.1","2832.65","41.859083540582"
"12_1609_AR","12","1609_AR","2993.8","2881.53","48.453374294025"
"13_1609_AR","13","1609_AR","3092.1","2939.61","53.783050958219"
"14_1609_AR","14","1609_AR","3190.3","2992.39","57.488115117594"
"15_1609_AR","15","1609_AR","3239.5","3013.94","64.023139091379"
"16_1609_AR","16","1609_AR","3288.58","3032.02","68.384371184289"
"17_1609_AR","17","1609_AR","3340","3047.07","72.981068376889"
"18_1609_AR","18","1609_AR","3380","3056.19","76.820648072061"
"19_1609_AR","19","1609_AR","3386","3057.03","81.952153752687"
"0_1610_AR","0","1610_AR","0","0","0.4678193802446"
"1_1610_AR","1","1610_AR","300","299.99","0.4678193802446"
"2_1610_AR","2","1610_AR","310","309.99","0"
"3_1610_AR","3","1610_AR","400","399.93","2.0922623070519"
"4_1610_AR","4","1610_AR","560","558.47","7.7461315007808"
"5_1610_AR","5","1610_AR","2420","2386.69","10.606654305672"
"6_1610_AR","6","1610_AR","2510","2473.48","15.348581192206"
"7_1610_AR","7","1610_AR","2550","2510.62","21.79781322297"
"8_1610_AR","8","1610_AR","2600","2555.47","26.233509635958"
"9_1610_AR","9","1610_AR","2660","2607.34","30.17433925935"
"10_1610_AR","10","1610_AR","2690","2631.62","35.969152669247"
"11_1610_AR","11","1610_AR","2740","2669.76","40.288334604672"
"12_1610_AR","12","1610_AR","2800","2712.67","44.343140236024"
"13_1610_AR","13","1610_AR","2860","2751.77","49.332620423769"
"14_1610_AR","14","1610_AR","3230","2976.73","52.554969986841"
"15_1610_AR","15","1610_AR","3290","3008.07","58.511102572065"
"16_1610_AR","16","1610_AR","3320","3021.39","63.640623209337"
"17_1610_AR","17","1610_AR","3370","3040.08","68.049835084259"
"18_1610_AR","18","1610_AR","3440","3060.54","73.005151936529"
"19_1610_AR","19","1610_AR","3440.62","3060.71","74.086039313809"
"0_1612_AR","0","1612_AR","0","0","0.58784487274852"
"1_1612_AR","1","1612_AR","190","189.99","0.58784487274852"
"2_1612_AR","2","1612_AR","200","199.99","0"
"3_1612_AR","3","1612_AR","280","279.82","3.7358895991469"
"4_1612_AR","4","1612_AR","350","348.83","9.6476021791684"
"5_1612_AR","5","1612_AR","440","435.62","15.348581192206"
"6_1612_AR","6","1612_AR","500","491.5","21.356379682879"
"7_1612_AR","7","1612_AR","1070","996.82","27.560060568038"
"8_1612_AR","8","1612_AR","2940","2656.78","27.416957401024"
"9_1612_AR","9","1612_AR","3090","2774.22","38.470061166026"
"10_1612_AR","10","1612_AR","3150","2817.7","43.558874509329"
"11_1612_AR","11","1612_AR","3290","2907.02","50.357154310774"
"12_1612_AR","12","1612_AR","3430","2990.81","53.2374565731"
