"","INDEX","WELLNAME","RATE_TYPE","DATE","COMMENT","THP","THT","WCT","RATE","GAUGE_DEPTH","GAUGE_PRES","RESERVOIR_PRESSURE","GOR","GOR_FREE","FREQUENCY","WEAR_FACTOR","INTAKE_PRESSURE","DISCHARGE_PRESSURE"
"COLUMN_LABELS","Индекс","Имя_скважины","Фаза_расхода","Дата_замера","Комментарий","Устьевое_давление","Устьевая_температура","Обводненность","Расход","Глубина_замера_MD","Давление_на_глубине_замера","Пластовое_давление","Газовый_фактор","Свободный_газовый_фактор","Частота_ЭЦН","Коэффициент_деградации_НРХ","Давление_приема_ЭЦН","Перепад_давления_ЭЦН"
"1_110_URM","1","110_URM","Liquid Rate","24/10/2020","TM measuremets","15.7226","10","74.4","163.18","3111.93","256.956","288.336","285.943","0","35","0","256.956","2.9745"
"2_110_URM","2","110_URM","Liquid Rate","","","14.742","10","72.6","165","3111.93","217.731","276.666","171.242","0","35","0","217.731","2.9745"
"3_110_URM","3","110_URM","Liquid Rate","12/05/2021","","16.7032","10","89.8","163","3050.13","246.169","296.67","505.253","0","35","0","246.169","2.9745"
"4_110_URM","4","110_URM","Liquid Rate","09/06/2021","","16.7032","10","90.2","163","3050.13","246.169","296.67","561.537","0","35","0","246.169","2.9745"
"5_110_URM","5","110_URM","Liquid Rate","23/07/2021","","15.7226","10","90.9","159","3050.13","230.479","296.67","611.03","0","35","0","230.479","2.9745"
"6_110_URM","6","110_URM","Liquid Rate","06/08/2021","","16.7032","10","91.4","159","3050.13","213.808","285.394","617.522","0","35","0.05","213.808","2.9745"
"7_110_URM","7","110_URM","Liquid Rate","26/08/2021","","16.2129","10","90","156","3050.13","213.808","285.394","472.797","0","35","0.1","213.808","2.9745"
"8_110_URM","8","110_URM","Liquid Rate","29/08/2021","","16.2129","10","90.725","153","3050.13","189.293","285.394","545.426","0","35","0.1","189.293","2.9745"
"9_110_URM","9","110_URM","Liquid Rate","28/09/2021","","18.6645","10","90.9","150.5","3050.13","213.808","285.394","505.348","0","35","0.1","213.808","2.9745"
"10_110_URM","10","110_URM","Liquid Rate","28/09/2021","","18.6645","10","90.9","150.5","3050.13","213.808","278.528","505.348","0","35","0.1","213.808","2.9745"
"11_110_URM","11","110_URM","Liquid Rate","29/10/2021","","17.1935","10","89.6","154.5","3050.13","188.312","269.703","424.882","0","35","0","188.312","2.9745"
"12_110_URM","12","110_URM","Liquid Rate","08/01/2022","","17.6838","10","94.5","142","3050.13","223.615","174.588","821.639","0","35","0","223.615","2.9745"
"13_110_URM","13","110_URM","Liquid Rate","20/01/2022","","16.7032","10","88","146","3050.13","188.312","269.704","318.664","0","35","0.3","188.312","2.9745"
"14_110_URM","14","110_URM","Liquid Rate","30/01/2022","","18.6645","10","91.8","147","3050.13","188.312","266.762","532.437","0","40","0","188.312","2.9745"
"15_110_URM","15","110_URM","Liquid Rate","02/07/2022","","11.8001","10","80.7667","100.909","2935.16","31.4126","276.666","112.558","0","54","0","31.4126","2.9745"
"16_110_URM","16","110_URM","Liquid Rate","08/07/2022","","13.271","10","80.7667","109.091","2935.16","29.9416","276.666","104.116","0","54","0","29.9416","2.9745"
"17_110_URM","17","110_URM","Liquid Rate","10/07/2022","","13.271","10","80.7667","98.1818","2935.16","30.4319","276.666","115.685","0","54","0","30.4319","2.9745"
"18_110_URM","18","110_URM","Liquid Rate","11/07/2022","","15.7226","10","80.7667","109.091","2935.16","29.9416","276.666","104.116","0","54","0","29.9416","2.9745"
"19_110_URM","19","110_URM","Liquid Rate","17/07/2022","","11.3098","10","73","103.636","2935.16","28.961","276.666","78.0702","0","54","0","28.961","2.9745"
"20_110_URM","20","110_URM","Liquid Rate","19/07/2022","","13.7613","10","73","106.364","2935.16","28.4707","276.666","76.0684","0","54","0","28.4707","2.9745"
"21_110_URM","21","110_URM","Liquid Rate","23/07/2022","","15.2323","10","73","109.091","2935.16","26.0191","276.666","74.1667","0","54","0","26.0191","2.9745"
"22_110_URM","22","110_URM","Liquid Rate","24/07/2022","","12.7807","10","73","114.545","2935.16","26.5094","276.666","70.6349","0","54","0","26.5094","2.9745"
"23_110_URM","23","110_URM","Liquid Rate","25/07/2022","","15.2323","10","73","92.7273","2935.16","27.4901","276.666","87.2549","0","54","0","27.4901","2.9745"
"24_110_URM","24","110_URM","Liquid Rate","27/07/2022","","11.8001","10","62.8667","117.273","2935.16","26.0191","276.666","50.1649","0","54","0","26.0191","2.9745"
"25_110_URM","25","110_URM","Liquid Rate","28/07/2022","","13.7613","10","62.8667","100.909","2935.16","25.5288","276.666","58.2998","0","54","0","25.5288","2.9745"
"26_110_URM","26","110_URM","Liquid Rate","30/07/2022","","13.7613","10","62.8667","106.364","2935.16","25.5288","276.666","55.31","0","54","0","25.5288","2.9745"
"27_110_URM","27","110_URM","Liquid Rate","27/08/2022","","12.7807","10","46.3","100","2935.16","26.5094","276.666","270","0","54.35","-0.23","26.5094","2.9745"
"28_110_URM","28","110_URM","Liquid Rate","24/09/2022","","13.7613","10","76.5","100","2935.16","25.5288","276.666","350.979","0","53.3","-0.35","25.5288","2.9745"
"29_110_URM","29","110_URM","Liquid Rate","30/10/2022","","10.8195","10","69.2333","60","2935.16","27.4901","276.666","463.055","0","53.7","0.28","27.4901","2.9745"
"30_110_URM","30","110_URM","Liquid Rate","27/11/2022","","12.7807","10","63.2333","56","2935.16","25.5288","276.666","655.874","0","54.8","0.28","25.5288","2.9745"
"31_110_URM","31","110_URM","Liquid Rate","08/01/2023","","11.8001","10","68.8","46.1538","2935.16","26.9998","188.307","1310.9","0","54.5","-0.1","26.9998","2.9745"
"32_110_URM","32","110_URM","Liquid Rate","31/01/2023","","13.7613","10","72.2","50","2935.16","27.9804","181.448","292.374","0","54","0.31","27.9804","2.9745"
"33_110_URM","33","110_URM","Liquid Rate","03/03/2023","","11.8001","10","54.5","52.5","2935.16","28.961","181.448","374.275","0","53.1","0.3","28.961","2.9745"
"34_110_URM","34","110_URM","Liquid Rate","27/03/2023","","11.8001","10","70.6","65.8824","2935.16","30.4319","181.448","526.707","0","55","0.305","30.4319","2.9745"
"35_110_URM","35","110_URM","Liquid Rate","22/04/2023","","10.8195","10","88.4","61.7647","2935.16","32.3932","180.467","1228.66","0","55.7","0.34","32.3932","2.9745"
"36_110_URM","36","110_URM","Liquid Rate","24/05/2023","","11.8001","10","73.2","22","2935.16","43.18","180.467","1171.05","0","54","0.37","43.18","2.9745"
"37_110_URM","37","110_URM","Liquid Rate","29/07/2023","","11.3098","10","83.2","16","2935.16","65.244","177.035","2317.15","0","56.4","0.45","65.244","2.9745"
"0_1124_AR_INJ","0","1124_AR_INJ","","","","","","","","","","","","","","","",""
"0_112_URM_INJ","0","112_URM_INJ","","","","","","","","","","","","","","","",""
"0_114_URM","0","114_URM","Liquid Rate","28/10/2022","","10.8195","10","83.1","90","3088.6","32.0009","262.839","85.3762","0","54","0.045","32.0009","2.9745"
"1_114_URM","1","114_URM","Liquid Rate","24/11/2022","","10.8195","10","80.2333","92.1429","3088.6","30.7751","262.839","38.0015","0","54","0.045","30.7751","2.9745"
"2_114_URM","2","114_URM","Liquid Rate","30/05/2023","","10.8195","10","86.5","74.6269","3017.32","30.8242","260.878","256","0","55","0.22","30.8242","2.9745"
"3_114_URM","3","114_URM","Liquid Rate","26/06/2023","","10.8195","10","88.5","86.2069","3017.32","30.8242","260.878","256","0","55","0.17","30.8242","2.9745"
"4_114_URM","4","114_URM","Liquid Rate","11/07/2023","","11.8001","10","92.6","83.6207","3017.32","30.9222","197.922","256","0","55","0.16","30.9222","2.9745"
"5_114_URM","5","114_URM","Liquid Rate","05/10/2023","","10.8195","10","96.6","81.0345","3017.32","26.5094","197.922","509.95","0","55","0.14","26.5094","2.9745"
"6_114_URM","6","114_URM","Liquid Rate","26/10/2023","","10.8195","10","86.9","82.7586","3017.32","24.4501","194.196","149.332","0","55","0.14","24.4501","2.9745"
"0_1179_AR","0","1179_AR","Liquid Rate","08/08/2020","","19.6451","10","86","8","2800","85.3468","185.37","16368.8","0","50","0.08","85.3468","215.956"
"1_1179_AR","1","1179_AR","Liquid Rate","01/11/2021","","13.3691","10","97.1","81","2949.73","75.7367","138.683","3776.09","0","48.1","0","75.7367","2.9745"
"2_1179_AR","2","1179_AR","Liquid Rate","10/04/2020","","31.4126","10","5.1","44","3064.8","54.9475","171.642","255.132","0","50.86","0.13","54.9475","2.9745"
"3_1179_AR","3","1179_AR","Liquid Rate","16/04/2020","TM measuremets","31.4126","10","4.9","44","3064.8","53.9669","171.642","298.514","0","51.12","0.13","53.9669","2.9745"
"4_1179_AR","4","1179_AR","Liquid Rate","24/04/2020","","31.4126","10","13.1","40","3064.8","52.0056","171.642","285.213","0","50.79","0.13","52.0056","2.9745"
"5_1179_AR","5","1179_AR","Liquid Rate","01/05/2020","","23.5676","10","15.2","40","3064.8","37.2963","171.642","255.132","0","50.45","0.13","37.2963","2.9745"
"6_1179_AR","6","1179_AR","Liquid Rate","10/05/2020","","19.6451","10","25.9","40","3064.8","28.4707","171.642","278.914","0","50.71","0.13","28.4707","2.9745"
"7_1179_AR","7","1179_AR","Liquid Rate","17/05/2020","","19.6451","10","25.9","44","3064.8","28.4707","171.642","255.132","0","50.49","0.13","28.4707","2.9745"
"8_1179_AR","8","1179_AR","Liquid Rate","10/06/2020","","20.6257","10","15.5","12","3064.8","38.2769","171.642","405.72","0","48.86","0.13","38.2769","2.9745"
"9_1179_AR","9","1179_AR","Liquid Rate","16/06/2020","","19.6451","10","21.7","11","3064.8","38.2769","171.642","785.208","0","49.11","0.13","38.2769","2.9745"
"10_1179_AR","10","1179_AR","Liquid Rate","01/07/2020","","21.6063","10","22.3","48.0267","3064.8","38.2769","171.642","255.132","0","48.76","0.13","38.2769","2.9745"
"11_1179_AR","11","1179_AR","Liquid Rate","10/07/2020","","18.6645","10","18.1","55.8217","3064.8","38.2769","171.642","255.132","0","48.92","0.13","38.2769","2.9745"
"12_1179_AR","12","1179_AR","Liquid Rate","16/07/2020","","17.6838","10","31.3","52.1885","3064.8","38.2769","171.642","255.132","0","48.62","0.13","38.2769","2.9745"
"13_1179_AR","13","1179_AR","Liquid Rate","01/09/2020","TM measuremets","20.6257","10","47.5","64.32","3064.8","39.2575","171.642","255.132","0","55","0.13","39.2575","285.545"
"14_1179_AR","14","1179_AR","Liquid Rate","01/10/2020","","18.6645","10","49.6","408.598","3064.8","32.3932","171.642","255.132","0","55","0","32.3932","2.9745"
"15_1179_AR","15","1179_AR","Liquid Rate","08/10/2020","","18.6645","10","49.7","119.883","3064.8","32.3932","171.642","255.132","0","55","0","32.3932","2.9745"
"16_1179_AR","16","1179_AR","Liquid Rate","16/10/2020","","19.6451","10","45.4","139.259","3064.8","32.3932","171.642","255.132","0","39.2","0","32.3932","2.9745"
"17_1179_AR","17","1179_AR","Liquid Rate","24/10/2020","","19.6451","10","45.4","102.352","3064.8","35.335","171.642","255.132","0","48.69","0","35.335","2.9745"
"18_1179_AR","18","1179_AR","Liquid Rate","01/02/2021","","19.6451","10","38.5","72","3044","44.1606","171.642","255","0","55","0","44.1606","2.9745"
"19_1179_AR","19","1179_AR","Liquid Rate","23/03/2021","","23.5676","10","38.5","96","3064.8","52.0056","171.642","42.8184","0","58","0.155","52.0056","2.9745"
"20_1179_AR","20","1179_AR","Liquid Rate","09/06/2021","","23.5676","10","34","88","3044","36.3157","166.542","965.152","0","58.3","0","36.3157","2.9745"
"21_1179_AR","21","1179_AR","Liquid Rate","23/07/2021","","22.5869","10","52","99","3044","28.4707","166.538","805.556","0","59.3","0","28.4707","2.9745"
"22_1179_AR","22","1179_AR","Liquid Rate","25/09/2022","","29.4513","10","69.6","84","3064.8","77.8941","171.642","1436.05","0","52.025","-0.2","77.8941","2.9745"
"23_1179_AR","23","1179_AR","Liquid Rate","30/10/2022","","28.961","10","41.5","71.6667","2735.54","65.9305","171.642","646.353","0","52.775","0.18","65.9305","2.9745"
"24_1179_AR","24","1179_AR","Liquid Rate","07/01/2023","","29.2552","10","34.2","68","2735.54","52.0056","143.199","613.609","0","52.2","-0.05","52.0056","2.9745"
"25_1179_AR","25","1179_AR","Liquid Rate","26/01/2023","","32.5893","10","62.5","59.3","2735.54","48.8676","130.455","1001.21","0","50.3","-0.05","48.8676","2.9745"
"26_1179_AR","26","1179_AR","Liquid Rate","04/03/2023","","25.5288","10","50","56","2735.54","44.3568","130.455","579.668","0","49.6","0.09","44.3568","2.9745"
"27_1179_AR","27","1179_AR","Liquid Rate","01/04/2023","","23.3714","10","47.1","51","2735.54","40.4343","130.455","483.895","0","48.4","0.05","40.4343","2.9745"
"28_1179_AR","28","1179_AR","Liquid Rate","28/04/2023","","23.0773","10","42.2","36","2735.54","38.8653","122.61","543.589","0","49.7","0.1","38.8653","2.9745"
"29_1179_AR","29","1179_AR","Liquid Rate","30/05/2023","","23.5676","10","61.2","35.8209","2735.54","36.806","122.61","456.956","0","49.3","0.09","36.806","2.9745"
"30_1179_AR","30","1179_AR","Liquid Rate","28/06/2023","","23.5676","10","59.3","34.3284","2735.54","34.5505","122.61","256","0","50.5","0.12","34.5505","2.9745"
"31_1179_AR","31","1179_AR","Liquid Rate","31/07/2023","","25.5288","10","81.4","39.3939","2735.54","33.4719","115.746","617.829","0","48.2","0.02","33.4719","2.9745"
"32_1179_AR","32","1179_AR","Liquid Rate","20/09/2023","","25.5288","10","45.7","50","2735.54","29.2552","115.746","256","0","50.3","0.07","29.2552","2.9745"
"0_1201_AR","0","1201_AR","Liquid Rate","10/08/2020","TM measuremets","24.5482","10","48.9","104.83","3019.83","138.242","269.704","480.36","0","44","0","138.242","2.9745"
"1_1201_AR","1","1201_AR","Liquid Rate","16/08/2020","TM measuremets","20.6257","10","40.6","128.75","3019.83","137.261","269.704","469.105","0","40","0","137.261","2.9745"
"2_1201_AR","2","1201_AR","Liquid Rate","25/08/2020","TM measuremets","20.6257","10","40.6","96.43","3019.83","136.31","269.704","708.928","0","40.06","0","136.31","2.9745"
"3_1201_AR","3","1201_AR","Liquid Rate","01/09/2020","TM measuremets","28.4707","10","48.7","98.23","3019.83","135.29","269.704","825.191","0","40","0","135.29","2.9745"
"4_1201_AR","4","1201_AR","Liquid Rate","16/09/2020","TM measuremets","37.2963","10","50","102.03","3019.83","132.917","269.704","932.51","0","42.04","0","132.917","2.9745"
"5_1201_AR","5","1201_AR","Liquid Rate","01/10/2020","TM measuremets","27.4901","10","53.6","89.4","3019.83","130.455","269.704","1222.66","0","42.49","0","130.455","2.9745"
"6_1201_AR","6","1201_AR","Liquid Rate","08/10/2020","TM measuremets","29.4513","10","51.5","96.47","3019.83","129.465","269.704","1066.15","0","42.29","0","129.465","2.9745"
"7_1201_AR","7","1201_AR","Liquid Rate","16/10/2020","TM measuremets","25.5288","10","54.6","110.05","3019.83","127.514","269.704","962.278","0","42.17","0","127.514","2.9745"
"8_1201_AR","8","1201_AR","Liquid Rate","24/10/2020","","27.4901","10","54.2","103","3019.83","127.465","269.704","1008.61","0","42","0","127.465","2.9745"
"9_1201_AR","9","1201_AR","Liquid Rate","01/02/2021","","24.5482","10","33.7","71","3019.6","120.649","185.174","1300","0","46.1","0","120.649","2.9745"
"10_1201_AR","10","1201_AR","Liquid Rate","01/03/2021","","28.4707","10","34.6","64","3019.6","119.669","185.174","921.493","0","46.1","0","119.669","2.9745"
"11_1201_AR","11","1201_AR","Liquid Rate","12/05/2021","","24.5482","10","35","63","3017.98","114.932","169.675","972.247","0","52.79","0","114.932","2.9745"
"12_1201_AR","12","1201_AR","Liquid Rate","09/06/2021","","24.5482","10","35.8","68","3017.98","114.932","169.675","933.32","0","52.79","0","114.932","2.9745"
"13_1201_AR","13","1201_AR","Liquid Rate","23/07/2021","","26.5094","10","37.3","66","3017.98","110.843","169.675","953.893","0","53.13","0","110.843","2.9745"
"14_1201_AR","14","1201_AR","Liquid Rate","05/08/2021","","25.5288","10","37.7","63","3017.98","108.882","164.777","978.948","0","52.86","0","108.882","2.9745"
"15_1201_AR","15","1201_AR","Liquid Rate","21/08/2021","","26.5094","10","45.6","63","3017.98","106.92","164.777","1090.41","0","52.3","0","106.92","2.9745"
"16_1201_AR","16","1201_AR","Liquid Rate","28/08/2021","","25.5288","10","40.25","61.25","3019.6","106.185","164.777","1026.33","0","52","0.1","106.185","2.9745"
"17_1201_AR","17","1201_AR","Liquid Rate","26/09/2021","","23.3224","10","38.75","62","3019.6","103.979","164.777","956.557","0","52","0.1","103.979","2.9745"
"18_1201_AR","18","1201_AR","Liquid Rate","13/11/2021","new pump","32.6383","10","54.3","87","3258.55","115.746","164.777","1039.02","0","48.5","0","115.746","2.9745"
"19_1201_AR","19","1201_AR","Liquid Rate","27/11/2021","","32.3932","10","58.8","86","3258.55","113.295","169.68","1289.64","0","49.5","-0.2","113.295","2.9745"
"20_1201_AR","20","1201_AR","Liquid Rate","08/01/2022","","30.4319","10","51.25","92.5","3258.55","110.843","294.218","1162.87","0","53.25","-0.2","110.843","2.9745"
"21_1201_AR","21","1201_AR","Liquid Rate","30/01/2022","","31.4126","10","49.5","92.75","3258.55","110.843","164.38","1102.39","0","54","-0.2","110.843","2.9745"
"22_1201_AR","22","1201_AR","Liquid Rate","30/03/2022","","28.4707","10","65.8","95","3258.55","79.4631","148.101","1237.35","0","54","-0.2","79.4631","2.9745"
"23_1201_AR","23","1201_AR","Liquid Rate","31/05/2022","","29.4513","10","50.5","99.5","3258.55","99.0755","161.835","827.095","0","54","0","99.0755","2.9745"
"24_1201_AR","24","1201_AR","Liquid Rate","22/06/2022","","29.6965","10","71.5","83.3333","3258.55","81.4243","161.83","1694.99","0","56.3","0","81.4243","2.9745"
"25_1201_AR","25","1201_AR","Liquid Rate","26/09/2022","","23.8944","10","38","116.5","3258.55","87.308","161.835","530.008","0","59","0.07","87.308","2.9745"
"0_1202_AR","0","1202_AR","Liquid Rate","01/01/2020","TM measuremets","27.4901","10","73.2","130.7","3219.33","150.068","172.616","850.643","0","45.1","0.01","150.068","2.9745"
"1_1202_AR","1","1202_AR","Liquid Rate","10/01/2020","TM measuremets","28.4707","10","73.8","117.04","3219.33","147.861","172.616","702.637","0","43.02","0.01","147.861","2.9745"
"2_1202_AR","2","1202_AR","Liquid Rate","16/01/2020","TM measuremets","29.4513","10","73.6","108.58","3219.33","147.322","172.616","1124.29","0","44.71","0.01","147.322","2.9745"
"3_1202_AR","3","1202_AR","Liquid Rate","24/01/2020","TM measuremets","28.4707","10","73.8","145.5","3219.33","148.107","172.616","811.784","0","47.23","0.01","148.107","2.9745"
"4_1202_AR","4","1202_AR","Liquid Rate","01/02/2020","TM measuremets","28.4707","10","73.8","136.15","3219.33","145.92","172.616","879.39","0","45.54","0.01","145.92","2.9745"
"5_1202_AR","5","1202_AR","Liquid Rate","22/02/2020","TM measuremets","28.4707","10","71.2","157.88","3219.33","148.724","172.616","731.766","0","42","0.01","148.724","2.9745"
"6_1202_AR","6","1202_AR","Liquid Rate","01/03/2020","TM measuremets","28.4707","10","71","159.1","3219.33","144.469","172.616","808.6","0","42","0.01","144.469","2.9745"
"7_1202_AR","7","1202_AR","Liquid Rate","10/03/2020","TM measuremets","28.4707","10","72.3","155.75","3219.33","141.242","172.616","894.009","0","42","0.01","141.242","2.9745"
"8_1202_AR","8","1202_AR","Liquid Rate","16/03/2020","TM measuremets","28.4707","10","72.1","158","3219.33","139.222","172.616","869.04","0","42","0.01","139.222","2.9745"
"9_1202_AR","9","1202_AR","Liquid Rate","23/03/2020","TM measuremets","29.4513","10","73.2","153.35","3219.33","137.202","172.616","928.931","0","42","0.01","137.202","2.9745"
